AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn,Retention
82,12.169887642924763,614.1966063716278,Standard,Missing,Yes,TV Shows,Yes,TV,37.79171269856935,117.24086935873112,37,Comedy,2.898327886528814,0,Female,11,Yes,Yes,56V1FDEX23,0,1
26,12.633261108284174,328.4647888153885,Basic,Bank transfer,Yes,Movies,Yes,Missing,25.53507700044215,155.67576810534135,37,Comedy,2.3234199409961307,0,Female,20,Yes,Yes,SCEJCH4OP4,1,0
66,13.751909490384248,907.6260263653604,Basic,Bank transfer,Yes,Movies,No,Mobile,20.39577293671369,102.4710880578844,42,Fantasy,2.430666670590388,6,Male,4,No,Yes,EB0W1QH7VZ,0,1
37,15.41815522623574,614.1966063716278,Basic,Missing,Yes,TV Shows,Yes,Computer,38.25352607881618,70.51122846066578,20,Fantasy,4.198958694484318,9,Male,21,Yes,Yes,S5WIVFDNN0,0,1
72,14.910685765173415,1073.569375092486,Basic,Credit card,Yes,TV Shows,Yes,Mobile,26.28452440312375,38.17272233147202,37,Fantasy,4.397418070128925,0,Male,16,Yes,Yes,AZAQP5JFUX,0,1
18,15.622713707928243,281.20884674270843,Standard,Bank transfer,Yes,Both,Yes,TV,27.032723149521026,53.38442130649877,35,Comedy,4.823201147092407,2,Female,6,No,Yes,94GUYMPU6T,0,1
105,14.770331511590785,1550.8848087170325,Standard,Electronic check,No,Movies,No,TV,22.18689102743464,113.69526861982604,44,Fantasy,4.781657655972802,5,Female,12,Yes,Yes,0H9S6H654F,0,1
20,6.880638282778266,614.1966063716278,Premium,Missing,No,TV Shows,No,Computer,28.1204665445764,156.81588274842923,42,Missing,3.5058337375635764,4,Male,12,Yes,No,FH0H23YW0M,0,1
45,18.51943603089383,833.3746213902223,Premium,Missing,Yes,TV Shows,No,Computer,25.07038796175069,110.35997094459236,14,Sci-Fi,3.883595451712859,0,Male,7,Yes,Yes,IUW1HLES8S,1,0
15,7.465709217067742,111.98563825601612,Standard,Bank transfer,No,Both,No,Computer,20.453793134132155,77.54316293007034,0,Fantasy,1.070033825144502,6,Female,8,No,Yes,E6LQV6844N,0,1
74,12.169887642924763,861.7870609024834,Standard,Credit card,No,Both,Yes,Computer,12.399784853548711,114.40517551602056,17,Sci-Fi,3.107525294056259,8,Female,6,No,Yes,59G4MT5L0S,0,1
46,9.791247181094892,450.39737033036505,Basic,Bank transfer,Yes,Both,Yes,TV,33.68800512862189,111.83169639823824,25,Comedy,2.0800260357006044,6,Female,10,No,Yes,PRI44P2JBT,0,1
62,9.796647367960356,607.3921368135422,Standard,Electronic check,No,TV Shows,No,Missing,38.47671814433908,97.46887977509935,22,Comedy,2.898327886528814,7,Female,2,No,Yes,MMNA6RJYF5,0,1
19,18.4359708211912,350.28344560263275,Basic,Credit card,No,Both,Yes,Mobile,2.4838697993021905,173.70379720765953,22,Action,2.898327886528814,0,Female,24,No,Yes,HKLEITP1IA,0,1
6,9.523391902793827,57.14035141676297,Premium,Credit card,No,Movies,Yes,Computer,25.28678129535825,44.07854950880273,8,Action,2.898327886528814,0,Female,2,No,Yes,T2ED1KDVR6,0,1
23,7.72548589747683,177.68617564196708,Basic,Credit card,No,TV Shows,No,Mobile,19.59306914873033,32.36622394010151,7,Comedy,3.1016833237109043,0,Female,20,No,Yes,DFIYIYM3TK,0,1
109,11.305518353339531,614.1966063716278,Standard,Bank transfer,No,Both,Yes,TV,35.449429642459165,163.47997195935758,43,Action,3.938040847586408,2,Male,8,Yes,Yes,FZRJKPERVZ,0,1
26,11.209422074926596,291.4449739480915,Basic,Bank transfer,No,Movies,Yes,Tablet,5.228049854115215,22.44377291373981,24,Action,3.1983717045701776,0,Male,18,No,Yes,OAWTET09CW,0,1
119,13.502818692542355,614.1966063716278,Standard,Electronic check,Yes,TV Shows,Yes,TV,12.111862390268156,12.49848119461238,26,Drama,3.455806596355476,7,Female,22,Yes,Yes,KM2QC8SV7C,0,1
45,7.738310174232479,348.2239578404616,Basic,Electronic check,No,TV Shows,No,TV,26.94994499253555,57.08792657124925,40,Fantasy,3.569271084495916,7,Female,6,Yes,Yes,U7BU2SCCHI,0,1
111,12.169887642924763,1259.004388697121,Premium,Bank transfer,No,Movies,Yes,Mobile,38.25103033944436,142.52112960853452,13,Comedy,4.24328076241142,7,Male,15,Yes,Yes,53S9CYHTXM,0,1
104,6.732794665165834,614.1966063716278,Premium,Mailed check,No,Both,Yes,Computer,21.263146026496035,49.51944256364908,43,Action,2.898327886528814,7,Missing,6,No,Yes,KFXH24VCIX,0,1
110,12.169887642924763,1412.0448147554584,Standard,Credit card,No,Both,No,Computer,27.64704282302408,100.4340654839757,43,Action,3.438805869644558,5,Male,8,No,Yes,QDLZNIKBDV,0,1
67,12.90821229112442,864.8502235053362,Premium,Bank transfer,Yes,Both,Yes,Computer,10.821285023113234,23.244959103073377,17,Sci-Fi,2.538593485203901,1,Male,20,Yes,Yes,VOLEP42RI4,0,1
105,5.236173024650985,549.7981675883534,Basic,Missing,No,Both,No,Mobile,11.59964825286882,61.33455709410255,19,Comedy,2.135444217046408,9,Male,3,No,Yes,2PV3FKTEN7,0,1
45,5.062338714057963,227.8052421326084,Basic,Missing,No,Both,No,Mobile,29.512398661672066,86.60190000273313,24,Sci-Fi,1.2554063020314763,4,Male,3,No,Yes,BAHIPO8823,0,1
12,19.64808306724581,235.77699680694977,Premium,Electronic check,Yes,Movies,Yes,Mobile,12.55071309277034,169.23743385172318,21,Fantasy,4.365473530497493,5,Male,22,Yes,No,XIB5D3UHRB,0,1
105,9.182763472386728,964.1901646006064,Basic,Electronic check,Yes,Movies,Yes,Computer,24.43151034759372,91.3734235281412,49,Comedy,2.898327886528814,4,Male,0,No,Yes,G48SX3KH6A,0,1
11,12.169887642924763,614.1966063716278,Basic,Electronic check,No,Movies,No,Computer,39.29819412529325,48.35721110573631,46,Fantasy,2.9625426064976086,9,Female,0,Yes,Yes,8CGM9OR85P,0,1
52,11.280972210517136,614.1966063716278,Standard,Missing,No,TV Shows,No,Tablet,3.688284056800218,64.0773515497817,7,Drama,2.898327886528814,1,Male,19,Yes,Yes,ZXKZKRKVDN,0,1
21,16.673054107134362,350.1341362498216,Missing,Credit card,No,Both,Yes,TV,33.271237927537186,96.7762621366086,44,Missing,3.175287540857471,8,Male,22,Yes,Yes,NF9RGTY4VD,0,1
16,9.322244538046045,149.15591260873668,Basic,Credit card,No,TV Shows,No,Computer,21.436778832844816,173.1410030561647,7,Fantasy,2.5514801178914777,4,Male,8,Yes,Yes,YA70YL4HCM,0,1
25,14.68055910357458,367.01397758936446,Standard,Bank transfer,Yes,TV Shows,Yes,TV,14.511512165103603,122.7981832592693,24,Drama,2.898327886528814,0,Male,5,No,Yes,RR7DWPO17O,0,1
92,14.776023905141212,1359.3941992729915,Premium,Credit card,Yes,Movies,No,Mobile,6.164060982550646,96.45780218698702,30,Drama,1.8982458871316648,3,Male,3,No,Yes,HBUU9YXPD0,0,1
80,12.169887642924763,1070.7162512219377,Basic,Bank transfer,No,TV Shows,Yes,Missing,17.35247004079642,35.435589839550794,12,Comedy,2.898327886528814,7,Male,0,Yes,Yes,OXNDMG3NC7,0,1
98,7.94007970919259,778.1278115008738,Standard,Credit card,Yes,TV Shows,No,Mobile,12.554392405429686,46.5674277837852,12,Comedy,2.4847051004952028,4,Male,21,Yes,Yes,GBJGLPXBR5,0,1
22,15.205564993669649,334.52242986073225,Basic,Missing,No,Both,No,Computer,2.7249972939554308,159.09360131207944,15,Fantasy,2.898327886528814,9,Male,11,Yes,No,PM332INSGW,0,1
19,6.521996932713357,614.1966063716278,Premium,Credit card,No,TV Shows,Yes,Computer,10.757916034652332,99.7233410991908,47,Drama,4.660409874831865,7,Male,11,No,No,KGZIUGKUB6,1,0
104,8.063300806759333,838.5832839029706,Missing,Missing,No,Both,No,Computer,11.753479113006614,109.113551655722,42,Comedy,4.36441915857977,1,Male,9,Yes,Yes,2DBPXLKT8K,0,1
85,12.169887642924763,1294.04700533529,Standard,Bank transfer,No,TV Shows,Yes,Mobile,15.655304055873184,81.58150329841074,27,Drama,2.080307514259071,9,Female,1,No,Yes,55VANP455P,0,1
62,19.156984627671672,1187.7330469156436,Standard,Missing,Yes,Both,Yes,TV,24.93478276959797,18.6057246782046,5,Drama,4.266681695700271,3,Female,13,Yes,Yes,3MBK6VMOCV,0,1
1,12.169887642924763,13.01210092215553,Premium,Bank transfer,Yes,Movies,No,Missing,25.073791634726145,52.56780586243679,28,Action,4.284239136762995,9,Female,12,No,Yes,UW8ES4IYMI,0,1
14,14.268111725937782,199.7535641631289,Premium,Electronic check,No,Both,No,Computer,11.248568751983774,62.58552280552126,34,Missing,2.876019105018504,3,Female,2,No,No,VPJBEYNWQS,1,0
31,17.245287882333926,534.6039243523517,Premium,Bank transfer,Yes,Movies,Yes,TV,28.835836887334413,145.01617575065148,42,Sci-Fi,2.898327886528814,8,Male,2,Yes,Yes,5YJC1ZTRTJ,1,0
86,11.729898655737578,1008.7712843934318,Basic,Credit card,Yes,TV Shows,No,TV,3.794326864539248,121.4418677441892,21,Fantasy,2.898327886528814,4,Male,5,No,Yes,HM6617H4JD,0,1
33,11.506819737723454,379.725051344874,Premium,Electronic check,Yes,Movies,No,Missing,23.772941097797805,169.57575794711633,9,Drama,2.8574832958943435,2,Female,23,Yes,Yes,O3LM1DJEII,0,1
49,8.357330395067056,409.5091893582857,Missing,Bank transfer,Yes,Movies,Yes,TV,35.839673743047,93.49504256792648,0,Fantasy,2.898327886528814,5,Male,19,No,Yes,2LZWV9RQL8,0,1
53,8.920732965150389,472.7988471529706,Standard,Bank transfer,No,Movies,Yes,TV,28.78212104313832,165.79541674753295,43,Comedy,4.858662580996414,0,Female,18,Yes,Yes,V7E9XNI9DF,0,1
63,9.631315044544966,606.7728478063328,Standard,Electronic check,Yes,Movies,Yes,Computer,9.49095715075722,11.837806998583426,16,Comedy,4.322046814619904,1,Missing,21,Yes,No,QHBAXJ9D6V,0,1
14,7.969210909385966,111.56895273140351,Premium,Bank transfer,Yes,Both,Yes,Computer,3.251119998800055,15.535141512655802,15,Comedy,2.210262189516649,7,Male,14,No,Yes,9C3BD8HX0R,1,0
26,12.169887642924763,338.28100550830595,Basic,Electronic check,No,Both,Yes,TV,31.794071232112564,116.06322243762814,35,Comedy,1.472555720792521,8,Female,7,Yes,No,DLTHWP80D3,0,1
2,16.125401389212946,614.1966063716278,Basic,Bank transfer,No,TV Shows,Yes,Missing,24.74981585981924,11.988765017280857,30,Missing,1.2248326147590491,2,Female,4,No,Yes,VK85180DSE,1,0
15,7.745146161144696,116.17719241717045,Premium,Electronic check,No,TV Shows,No,Tablet,22.5710430258967,155.52074908996784,40,Sci-Fi,4.120521121540612,9,Male,19,Yes,Yes,2P78X3TX9B,0,1
80,12.762559237031072,1021.0047389624858,Missing,Electronic check,No,Both,Yes,Computer,33.81220538514383,146.68215399903642,31,Fantasy,2.2521787780673628,9,Male,22,Yes,Yes,5CM0GI004I,0,1
93,13.580876198604964,1263.0214864702616,Basic,Electronic check,No,Both,No,Computer,22.00460464726173,114.89723449821854,43,Sci-Fi,4.529921641315267,4,Male,6,No,Yes,W2YUKP9QMF,0,1
28,12.169887642924763,614.1966063716278,Premium,Credit card,Yes,TV Shows,No,Mobile,37.76481999080919,96.31058633141733,30,Missing,2.898327886528814,2,Missing,6,Yes,Yes,V6CRGUK7OJ,0,1
87,6.800976410758331,591.6849477359748,Missing,Missing,Yes,Both,No,Computer,32.51290337287777,67.76475082097075,0,Action,2.7050433200408506,9,Male,12,Yes,Yes,JHYZISEKTU,0,1
58,12.169887642924763,1062.151084887055,Premium,Missing,Yes,TV Shows,No,Computer,6.1176464722420345,177.97499001868746,4,Sci-Fi,1.5459590401207093,8,Male,17,Yes,Yes,P3ZXPQP59E,0,1
94,7.489711342172975,704.0328661642596,Standard,Electronic check,No,TV Shows,Yes,Computer,20.264660460024245,116.68683250974044,18,Drama,2.898327886528814,4,Female,11,No,Yes,3U07QWB58B,0,1
52,12.169887642924763,797.3032724449764,Basic,Missing,Yes,TV Shows,No,TV,39.62781715118556,174.88358482869077,46,Comedy,3.426816130002326,8,Male,9,Yes,Yes,2O9NN81OX5,0,1
13,16.749766340499775,217.74696242649708,Standard,Electronic check,Yes,TV Shows,No,Missing,9.42680451784198,173.18631891920054,3,Action,1.2271980812273595,5,Male,5,No,Yes,UY02SJT9FM,0,1
20,12.169887642924763,396.4126392253672,Missing,Credit card,No,Both,No,Computer,17.021663801544207,160.97388792871337,18,Comedy,4.49573705466908,4,Female,8,No,Yes,SLTZTHJFZ9,1,0
103,16.514646857031412,1701.0086262742354,Premium,Missing,No,Both,No,Tablet,6.575285946461973,75.52050710701525,39,Sci-Fi,1.8762405774716693,1,Female,18,No,No,4R07E19QKU,0,1
62,12.169887642924763,842.7120724376942,Basic,Credit card,No,Both,No,TV,34.49848201108829,65.21043318193,30,Comedy,3.5478001635599026,4,Female,24,Yes,Yes,MH6D9EWVID,0,1
23,12.169887642924763,170.58034663839652,Standard,Mailed check,No,Both,Yes,TV,34.00190182214139,153.6770469787932,42,Sci-Fi,2.6129994825630742,9,Male,13,No,Yes,7HY2MOSDW6,0,1
65,18.27930491357521,1188.1548193823887,Standard,Missing,Yes,Movies,No,Mobile,31.138272354964933,141.43190722782916,30,Fantasy,2.898327886528814,9,Male,16,No,Yes,ZTOJZGRVC4,0,1
75,13.30898090330066,998.1735677475496,Basic,Bank transfer,No,Both,Yes,Mobile,24.31852704020134,119.33690525089314,47,Missing,3.0229185822407323,5,Missing,17,No,Yes,A931RZPGP2,0,1
43,7.680618304577466,330.2665870968311,Standard,Bank transfer,No,Both,No,Missing,18.286665215694097,149.80190601471733,39,Missing,1.4288137836055488,0,Male,19,No,Yes,R4SINC9IQZ,0,1
45,14.303487059125194,614.1966063716278,Premium,Credit card,Yes,Movies,Yes,Tablet,32.53521490963664,65.25669399818736,15,Drama,2.898327886528814,6,Female,5,No,Yes,7NXSSI06MN,0,1
48,18.780445107422267,901.4613651562688,Standard,Credit card,Yes,Movies,Yes,Computer,22.3039554734021,29.89036403580573,1,Drama,1.446495965163057,2,Male,1,No,Yes,DM6BMTS1AS,0,1
19,12.169887642924763,168.5997531115657,Basic,Electronic check,No,Both,No,Computer,38.61154741669043,143.30530521083986,8,Comedy,1.3895619220636126,8,Female,22,Yes,Yes,KBG5OB2YIW,0,1
39,12.169887642924763,683.951795291824,Premium,Credit card,Yes,Both,Yes,Mobile,11.5606688474968,13.485059337505904,32,Fantasy,1.049661731490065,9,Male,14,Yes,Yes,RSZFX28GG3,1,0
44,12.169887642924763,752.6633455048209,Premium,Electronic check,Yes,Movies,No,Tablet,35.68046040870127,49.354601871260506,48,Fantasy,2.898327886528814,9,Male,20,Yes,Yes,4PCP1V37SI,0,1
31,5.463793811782976,169.37760816527225,Standard,Bank transfer,Yes,Both,Yes,Computer,10.31299563070547,92.14099146893328,5,Comedy,4.626314253835056,5,Female,24,Yes,Yes,SCFG260GEA,0,1
71,5.084423904802613,360.9940972409855,Standard,Electronic check,No,Movies,No,Mobile,8.174093809914606,70.25383064222262,25,Fantasy,1.2465992161682706,2,Female,14,Yes,Yes,NRLC9JJS9S,0,1
5,12.169887642924763,57.24876996500478,Premium,Bank transfer,No,Both,Yes,Computer,15.579982226317355,115.70888850048564,40,Action,2.898327886528814,2,Male,17,No,Yes,B6SIIXSQOS,0,1
43,8.865387683501357,381.2116703905584,Premium,Missing,No,Movies,No,Mobile,35.3777249358419,115.10533415456264,37,Comedy,2.898327886528814,8,Male,3,No,Yes,J647T7HQQL,0,1
64,6.190149535602858,614.1966063716278,Premium,Electronic check,Yes,Movies,Yes,Computer,26.094800371746054,90.24929986396717,44,Fantasy,1.9160888756880632,0,Male,1,Yes,Yes,AH3L1MRZRR,0,1
80,12.169887642924763,614.1966063716278,Premium,Missing,No,TV Shows,Yes,Computer,1.5662312590939051,99.92343722938276,23,Comedy,2.3884356148158736,0,Male,13,Yes,Yes,4PX89Y1RQA,0,1
106,18.95105440126732,2008.811766534336,Basic,Electronic check,Yes,Both,No,TV,34.25790597133126,139.01892793847654,21,Drama,4.202215048246207,5,Female,18,Yes,Yes,3FDWNZRH2D,0,1
46,10.128836100800292,465.92646063681343,Premium,Credit card,No,TV Shows,No,TV,33.53672268026051,37.76650423808584,18,Drama,4.753683293430516,9,Male,9,No,Yes,Y7Q0UE0U1M,0,1
9,12.169887642924763,154.49158903519094,Missing,Electronic check,No,Both,No,Computer,16.979580864388332,150.5060986445366,41,Drama,1.7312580133378588,6,Male,0,No,Yes,HN78JG14TS,0,1
100,12.169887642924763,1142.9418185007523,Premium,Electronic check,No,TV Shows,Yes,TV,10.594691998838014,33.21299683768329,31,Action,1.050604389943067,0,Male,16,No,No,74YHNQ6G75,0,1
98,19.02152488578505,614.1966063716278,Basic,Bank transfer,Yes,Both,No,Missing,1.380466745351029,91.870700788936,17,Sci-Fi,2.898327886528814,9,Female,13,No,No,RLNIID3XWT,1,0
39,7.520022143067342,293.2808635796263,Premium,Electronic check,Yes,Both,Yes,TV,30.17973628841128,81.08144911749876,26,Fantasy,4.897123983772078,0,Missing,4,Yes,Yes,87D7OLH270,0,1
70,10.482003484994912,733.7402439496439,Standard,Missing,Yes,TV Shows,No,Mobile,11.567204948868754,42.77790509535797,1,Fantasy,2.573195943422459,8,Male,5,Yes,Yes,P6L806SMU4,1,0
29,9.610559155800727,278.70621551822114,Standard,Electronic check,No,Both,No,Computer,25.45759865676794,99.44781816116422,15,Fantasy,2.6821928546425933,5,Male,9,Yes,Yes,FCTLMSLMQJ,0,1
92,10.364502517846944,953.5342316419188,Premium,Credit card,Yes,TV Shows,No,Mobile,29.727838985431347,39.91319918862807,13,Comedy,1.2935675294269329,0,Female,18,Yes,Yes,G3AKTVZVV9,0,1
109,7.418513931584568,808.618018542718,Basic,Electronic check,Yes,Movies,Yes,Missing,7.686830377951292,131.44252948316043,30,Fantasy,2.898327886528814,1,Male,7,Yes,Yes,7L6GJZ94PQ,0,1
92,14.450433995442438,1329.4399275807043,Premium,Electronic check,No,Both,Yes,Mobile,9.640879895936832,86.4871522254564,13,Sci-Fi,4.273449537731969,8,Female,17,No,Yes,Z8H53DC791,0,1
16,5.173754551461478,82.78007282338365,Premium,Credit card,Yes,Both,No,Mobile,4.833288617556521,127.70950212604666,13,Sci-Fi,2.18336052939857,3,Female,10,Yes,Yes,MSSFBJYVA5,0,1
47,8.922393723561846,419.3525050074068,Standard,Mailed check,No,Movies,No,Tablet,30.65890865280438,8.829009066615566,28,Comedy,2.898327886528814,6,Male,8,Yes,Yes,UMFLMSRD0Q,0,1
40,13.607754438358882,544.3101775343553,Standard,Electronic check,Yes,TV Shows,Yes,Tablet,31.42253253433765,39.2363328695568,13,Sci-Fi,3.5387373848341848,0,Male,18,No,No,YSBXJUEX0T,0,1
81,10.975714331761695,889.0328608726974,Premium,Bank transfer,Yes,TV Shows,Yes,Computer,18.35221026046252,86.23345361085529,19,Sci-Fi,3.020792195384864,1,Male,19,No,Yes,4RAT7BS0L4,0,1
118,10.477516749557084,614.1966063716278,Basic,Missing,Yes,Both,Yes,Computer,28.85581404901848,144.7643052447273,33,Comedy,4.928149986125957,5,Male,7,No,Yes,QMSBTHUBOD,0,1
13,18.409014051747683,239.31718267271987,Standard,Credit card,No,TV Shows,Yes,TV,18.44881545302228,69.8504778399645,21,Fantasy,4.09182405463898,0,Missing,2,No,Yes,1LI3AQJFP6,0,1
103,16.198210690955932,614.1966063716278,Standard,Bank transfer,Yes,Movies,No,Missing,32.12117345369401,128.92730655491255,16,Missing,3.888005639689029,5,Male,16,Yes,Yes,P0UW71OPWI,0,1
82,14.215460489603572,1165.667760147493,Premium,Electronic check,No,Movies,Yes,Computer,14.402982505534457,153.30210340965007,1,Action,4.145493421814485,3,Male,15,No,Yes,4C9VVJ76OX,0,1
2,6.895624252307624,13.791248504615249,Basic,Electronic check,No,TV Shows,Yes,Missing,30.042512752961187,124.1554327377488,22,Fantasy,2.898327886528814,0,Male,16,No,No,D36302KBBA,1,0
